word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason	metaphone_code	quality_tier	playfulness_score	concreteness_score
cervus	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SRFS	4	0	-13
cesium	6	0	1	0	0	1	0	0	english_alpha	0	0		SSM	4	0	-8
cesiums	7	0	1	0	0	1	0	0	english_alpha	0	0		SSMS	4	0	-8
cession	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	SXN	4	0	-12
cesspit	7	0	1	0	0	1	0	0	english_alpha	0	0		SSPT	4	0	-8
cest	4	1	0	0	1	0	0	0	english_alpha	0	0		SST	4	-10	0
cestida	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSTT	4	0	-13
cestoda	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSTT	4	0	-13
cestode	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSTT	4	0	-13
cestoid	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SSTT	2	0	0
cestrum	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	SSTRM	4	0	-13
cesural	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		SSRL	2	0	0
cetacea	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	STS	4	0	-13
cetonia	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	STN	4	0	-13
cetus	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	STS	4	0	-8
ceylon	6	0	1	0	0	1	0	0	english_alpha	0	0	demographic:manual	SLN	4	0	-8
chablis	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XBLS	4	0	-8
chacma	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XKM	4	0	-13
chacmas	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XKMS	4	0	-13
chad	4	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	proper_noun:lex_heuristic	XT	1	1	1
chadar	6	0	1	0	0	1	0	0	english_alpha	0	0		XTR	4	0	-8
chadars	7	0	1	0	0	1	0	0	english_alpha	0	0		XTRS	4	0	-8
chadic	6	1	1	0	0	1	1	0	simple_adjectives	1	0	proper_noun:lex_heuristic	XTK	2	0	-2
chador	6	0	1	0	0	1	0	0	english_alpha	0	0		XTR	4	0	-8
chadors	7	0	1	0	0	1	0	0	english_alpha	0	0		XTRS	4	0	-8
chads	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	XTS	3	0	0
chaeta	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XT	4	0	-13
chaetae	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XT	4	0	-13
chaetal	7	1	0	0	1	0	0	0	english_alpha	0	0		XTL	4	-11	0
chafe	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		XF	2	0	-2
chafed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XFT	2	0	0
chafes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:chafe	XFS	4	0	-12
chaff	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XF	2	0	2
chaffs	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:chaff	XFS	4	0	-8
chaffy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XF	2	0	0
chafing	7	0	1	0	0	1	0	0	english_alpha	0	0	gerund:chafe	XFNK	4	0	-12
chaga	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XK	4	0	-12
chagga	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XK	4	0	-12
chagrin	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XKRN	4	0	-12
chain	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		XN	1	0	1
chained	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XNT	2	0	0
chains	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:chain	XNS	3	0	1
chair	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		XR	1	0	1
chairs	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:chair	XRS	3	0	1
chaise	6	0	1	0	0	1	0	0	english_alpha	0	0		XS	4	0	-8
chaises	7	0	1	0	0	1	0	0	english_alpha	0	0		XSS	4	0	-8
chait	5	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XT	4	0	-12
chaja	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XJ	4	0	-13
chalaza	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XLS	4	0	-13
chalcid	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XLST	4	0	-13
chalcis	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XLSS	4	0	-13
chaldee	7	1	1	0	1	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XLT	4	-11	-10
chalet	6	0	1	0	0	1	0	0	english_alpha	0	0		XLT	4	0	-8
chalets	7	0	1	0	0	1	0	0	english_alpha	0	0		XLTS	4	0	-8
chalice	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XLS	2	0	2
chalk	5	0	1	0	0	1	0	0	bip39,english_alpha,wordle_answers	1	0		XLK	2	0	0
chalks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:chalk	XLKS	4	0	-10
chalky	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XLK	2	2	0
challah	7	0	1	0	0	1	0	0	english_alpha	0	0		XL	4	0	-8
challis	7	0	1	0	0	1	0	0	english_alpha	0	0		XLS	4	0	-8
chalons	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XLNS	4	0	-12
chamber	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XMBR	1	0	3
chamfer	7	0	1	0	0	1	0	0	english_alpha	0	0		XMFR	4	0	-8
chammy	6	0	1	0	0	1	0	0	english_alpha	0	0		XM	4	0	-8
chamois	7	0	1	0	0	1	0	0	english_alpha	0	0		XMS	4	0	-8
champ	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XMP	2	0	0
champs	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XMPS	4	0	-10
chance	6	1	1	0	1	1	1	0	eff,english_alpha,google_10000,simple_adjectives	1	0		XNS	1	1	-1
chancel	7	0	1	0	0	1	0	0	english_alpha	0	0		XNSL	4	0	-8
chancer	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:chance	XNSR	4	-10	0
chances	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XNSS	3	0	-1
chancre	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XNKR	4	0	-12
chancy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XNS	2	0	0
chandi	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XNT	4	0	-10
chang	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	XNK	3	0	2
change	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		XNJ	1	0	1
changed	7	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		XNJT	1	3	0
changer	7	0	1	0	0	1	0	0	english_alpha	0	0		XNJR	4	0	-8
changes	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XNJS	3	0	1
changs	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XNKS	4	0	-8
channel	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XNL	1	0	1
chanoyu	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XNY	4	0	-12
chant	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0	demographic:manual	XNT	2	0	-2
chanted	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XNTT	2	0	0
chanter	7	0	1	0	0	1	0	0	english_alpha	0	0		XNTR	4	0	-8
chantey	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XNT	4	0	-12
chantry	7	0	1	0	0	1	0	0	english_alpha	0	0		XNTR	4	0	-8
chants	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XNTS	4	0	-12
chanty	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XNT	4	0	-12
chaos	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		XS	1	0	-1
chaoses	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XSS	4	0	-12
chaotic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XTK	2	0	0
chap	4	0	1	0	0	1	0	0	english_alpha	0	0		XP	4	0	-8
chapati	7	0	1	0	0	1	0	0	english_alpha	0	0		XPT	4	0	-8
chapeau	7	0	1	0	0	1	0	0	english_alpha	0	0		XP	4	0	-8
chapel	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XPL	3	0	1
chapels	7	0	1	0	0	1	0	0	english_alpha	0	0		XPLS	4	0	-10
chaplet	7	0	1	0	0	1	0	0	english_alpha	0	0		XPLT	4	0	-8
chaplin	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XPLN	4	0	-10
chapman	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XPMN	4	0	-10
chapmen	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XPMN	4	0	-10
chapped	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		XPT	2	0	0
chaps	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_guesses	1	0	plural:chap	XPS	2	0	2
chapter	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		XPTR	1	0	-1
char	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XR	3	0	3
chara	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XR	3	0	2
charade	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRT	4	0	-12
charas	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:chara	XRS	4	0	-13
chard	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XRT	2	0	2
chards	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:chard	XRTS	4	0	-8
charge	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		XRJ	1	0	1
charged	7	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		XRJT	1	1	0
charger	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XRJR	1	0	3
charges	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XRJS	3	0	1
charier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:chary	XRR	2	0	0
chariot	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XRT	2	0	2
charity	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XRT	1	0	1
charles	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	XRLS	3	0	3
charm	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		XRM	1	0	1
charmed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XRMT	2	2	0
charmer	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRMR	4	0	-10
charms	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:charm	XRMS	3	0	1
charnel	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		XRNL	2	0	2
charon	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRN	4	0	-10
charr	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XR	3	0	2
charrs	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:charr	XRS	4	0	-13
charry	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XR	2	0	0
chars	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:char	XRS	3	0	2
chart	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		XRT	1	0	1
charter	7	0	1	0	0	1	0	0	eff,english_alpha,google_10000	1	0		XRTR	1	0	-1
charts	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:chart	XRTS	3	0	1
chary	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		XR	2	0	0
chase	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		XS	1	0	1
chased	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XST	4	0	-10
chaser	6	0	1	0	0	1	0	0	english_alpha	0	0		XSR	4	0	-8
chasers	7	0	1	0	0	1	0	0	english_alpha	0	0		XSRS	4	0	-8
chases	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XSS	4	0	-10
chasid	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XST	4	0	-10
chasm	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		XSM	2	0	2
chasmal	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XSML	2	0	0
chasmed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XSMT	2	0	0
chasmic	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XSMK	2	0	0
chasms	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:chasm	XSMS	4	0	-8
chasmy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XSM	2	0	0
chasse	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XS	4	0	-12
chasses	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XSS	4	0	-12
chassis	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XSS	3	0	3
chaste	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		XST	2	0	0
chaster	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:chaste	XSTR	2	0	0
chat	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		XT	1	0	1
chateau	7	0	1	0	0	1	0	0	english_alpha	0	0		XT	4	0	-8
chats	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:chat	XTS	3	0	0
chattel	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XTL	4	0	-10
chatter	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XTR	2	0	-2
chatty	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		XT	2	0	0
chaucer	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XSR	4	0	-10
chauna	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XN	4	0	-13
chaw	4	0	1	0	0	1	0	0	english_alpha	0	0		X	4	0	-8
chaws	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:chaw	XS	3	0	2
cheap	5	1	0	0	1	0	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		XP	1	1	0
cheaper	7	1	0	0	1	0	0	0	english_alpha,google_10000	1	0	comparative:cheap	XPR	3	1	0
cheat	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		XT	1	0	1
cheater	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XTR	4	0	-10
cheats	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:cheat	XTS	3	0	1
chechen	7	1	1	0	1	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XXN	4	-11	-12
check	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		XK	1	0	1
checked	7	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0		XKT	1	3	0
checker	7	0	1	0	0	1	0	0	english_alpha	0	0		XKR	4	0	-8
checks	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:check	XKS	3	0	1
checkup	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XKP	4	0	-12
checky	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XK	2	0	0
cheddar	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	proper_noun:lex_heuristic	XTR	2	0	2
cheek	5	1	1	0	0	1	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0	sexual_scato:manual	XK	2	0	0
cheeked	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XKT	2	0	0
cheeks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:cheek	XKS	4	0	-10
cheeky	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XK	2	0	0
cheep	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XP	3	0	-2
cheeps	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:cheep	XPS	4	0	-12
cheer	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		XR	2	0	-2
cheerer	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRR	4	0	-10
cheerio	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XR	4	0	-12
cheerly	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XRL	2	0	0
cheers	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:cheer	XRS	3	0	-1
cheery	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XR	2	2	0
cheese	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		XS	1	0	3
cheesed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XST	2	0	0
cheeses	7	0	1	0	0	1	0	0	english_alpha	0	0		XSS	4	0	-8
cheesy	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		XS	2	0	0
cheetah	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XT	4	0	-13
chef	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		XF	1	0	1
chefs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:chef	XFS	3	0	0
chekhov	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKHF	4	0	-10
chela	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XL	3	0	2
chelae	6	0	1	0	0	1	0	0	english_alpha	0	0		XL	4	0	-8
chelas	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:chela	XLS	4	0	-8
chelate	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		XLT	2	-1	2
cheloid	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XLT	4	0	-12
chelone	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XLN	4	0	-13
chemic	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XMK	2	-1	0
chemise	7	0	1	0	0	1	0	0	english_alpha	0	0		XMS	4	0	-8
chemist	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XMST	2	0	0
chen	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XN	3	0	3
cheque	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XK	3	0	1
chequer	7	0	1	0	0	1	0	0	english_alpha	0	0		XKR	4	0	-8
cheques	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XKS	4	0	-10
chequy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XK	2	0	0
cheroot	7	0	1	0	0	1	0	0	english_alpha	0	0		XRT	4	0	-8
cherry	6	1	1	0	1	1	1	1	bip39,english_alpha,google_10000,haikunatorjs_nouns,heroku_nouns,simple_adjectives	1	0		XR	0	3	6
chert	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		XRT	3	0	2
cherts	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:chert	XRTS	4	0	-8
cherty	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XRT	2	-1	0
cherub	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		XRB	2	0	0
cherubs	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XRBS	4	0	-10
chervil	7	0	1	0	0	1	0	0	english_alpha	0	0		XRFL	4	0	-8
chess	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		XS	1	0	1
chesses	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:chess	XSS	4	0	-10
chest	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		XST	1	0	3
chester	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	XSTR	3	0	3
chests	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:chest	XSTS	4	0	-8
chesty	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XST	2	0	0
chetah	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XT	4	0	-13
chetahs	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XTS	4	0	-13
chetrum	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XTRM	4	0	-12
cheviot	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XFT	4	0	-13
chevre	6	0	1	0	0	1	0	0	english_alpha	0	0		XFR	4	0	-8
chevres	7	0	1	0	0	1	0	0	english_alpha	0	0		XFRS	4	0	-8
chevron	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		XFRN	2	0	0
chew	4	0	1	0	0	1	0	0	english_alpha	0	0		X	4	0	-10
chewer	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		XWR	2	0	0
chewers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XWRS	4	0	-10
chewier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:chewy	XWR	2	0	0
chewing	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	gerund:chew	XWNK	2	0	-2
chewink	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XWNK	4	0	-13
chews	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:chew	XS	3	0	0
chewy	5	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives,wordle_guesses	1	0		X	2	0	0
chian	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XN	2	-1	0
chianti	7	0	1	0	0	1	0	0	english_alpha	0	0		XNT	4	0	-8
chiasm	6	0	1	0	0	1	0	0	english_alpha	0	0		XSM	4	0	-8
chiasma	7	0	1	0	0	1	0	0	english_alpha	0	0		XSM	4	0	-8
chiasmi	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XSM	4	0	-12
chiasms	7	0	1	0	0	1	0	0	english_alpha	0	0		XSMS	4	0	-8
chic	4	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		XK	2	0	-2
chicago	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		XKK	3	0	1
chicane	7	0	1	0	0	1	0	0	english_alpha	0	0		XKN	4	0	-10
chicano	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKN	4	0	-10
chicer	6	1	0	0	1	0	0	0	english_alpha	0	0	comparative:chic	XSR	4	-10	0
chicest	7	1	0	0	1	0	0	0	english_alpha	0	0	superlative:chic	XSST	4	-10	0
chicha	6	0	1	0	0	1	0	0	english_alpha	0	0		XX	4	0	-8
chichi	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		XX	2	0	-2
chichis	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XXS	4	0	-12
chick	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		XK	1	0	3
chicken	7	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0		XKN	1	1	1
chicks	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:chick	XKS	3	0	3
chicle	6	0	1	0	0	1	0	0	english_alpha	0	0		XKL	4	0	-8
chicles	7	0	1	0	0	1	0	0	english_alpha	0	0		XKLS	4	0	-8
chico	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	XK	3	0	0
chicory	7	0	1	0	0	1	0	0	english_alpha	0	0		XKR	4	0	-8
chicos	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XKS	4	0	-10
chicot	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XKT	4	0	-13
chics	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:chic	XKS	3	0	-2
chiding	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XTNK	4	0	-12
chief	5	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		XF	1	1	1
chiefer	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:chief	XFR	4	-10	0
chiefly	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		XFL	2	0	0
chiefs	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XFS	4	0	-10
chiffon	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		XFN	2	0	2
chigger	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XJR	4	0	-13
chignon	7	0	1	0	0	1	0	0	english_alpha	0	0		XKNN	4	0	-8
chigoe	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XK	4	0	-13
chigoes	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	XKS	4	0	-13
child	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		XLT	1	0	1
childly	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		XLTL	2	0	0
chile	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0		XL	2	0	3
chilean	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual	XLN	2	-1	0
chiles	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	XLS	4	0	-8
chili	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		XL	2	0	2
chiliad	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	XLT	4	0	-12
chill	5	1	1	0	0	1	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0		XL	2	0	-2
