word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason
belch	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
belches	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:belch
beldam	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
beldame	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
beldams	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
belfast	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
belfry	6	0	1	0	0	1	0	0	english_alpha	0	0	
belgian	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual
belgic	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
belgium	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
belief	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	
beliefs	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	
belize	6	0	1	0	0	1	0	0	google_10000	1	0	proper_noun:lex_heuristic
bell	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	
bellboy	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
belle	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0	
belles	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bellhop	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bellied	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bellies	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:belly
belling	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bellis	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bellman	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bellmen	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bellow	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bellows	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bells	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic
belly	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0	
beloved	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic
bels	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
belt	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
belted	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
belting	7	0	1	0	0	1	0	0	english_alpha	0	0	gerund:belt
belts	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:belt
beltway	7	0	1	0	0	1	0	0	english_alpha	0	0	
beluga	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
belugas	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bema	4	0	1	0	0	1	0	0	english_alpha	0	0	
bemas	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:bema
bemazed	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
bemused	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bench	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0	
benches	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:bench
bend	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	
bended	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bender	6	0	1	0	0	1	0	0	english_alpha	0	0	
benders	7	0	1	0	0	1	0	0	english_alpha	0	0	
bending	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	
bends	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic
bendy	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
benefic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
benefit	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
benelux	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
benet	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic
bengal	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bengali	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual
bengals	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
benign	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
benin	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
benison	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
benne	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
bennes	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:benne
bennet	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bennets	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bennett	7	0	1	0	0	1	0	0	google_10000	1	0	proper_noun:lex_heuristic
benni	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
bennies	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bennis	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:benni
benny	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic
bens	4	0	1	0	0	1	0	0	english_alpha	0	0	
bent	4	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	
benthal	7	1	0	0	1	0	0	0	english_alpha	0	0	
bentham	7	1	1	0	0	1	1	0	simple_adjectives	1	0	proper_noun:lex_heuristic
benthic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
benthos	7	0	1	0	0	1	0	0	english_alpha	0	0	
benton	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bents	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:bent
benweed	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
benzal	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
benzene	7	0	1	0	0	1	0	0	english_alpha	0	0	
benzine	7	0	1	0	0	1	0	0	english_alpha	0	0	
benzoic	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
benzoin	7	0	1	0	0	1	0	0	english_alpha	0	0	
benzol	6	0	1	0	0	1	0	0	english_alpha	0	0	
benzols	7	0	1	0	0	1	0	0	english_alpha	0	0	
benzyl	6	0	1	0	0	1	0	0	english_alpha	0	0	
benzyls	7	0	1	0	0	1	0	0	english_alpha	0	0	
beowulf	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bequest	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
berber	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual
berbers	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bereft	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
beret	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
berets	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:beret
berg	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bergall	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bergman	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bergs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic
bering	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
berith	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
berk	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
berks	5	0	1	0	0	1	0	0	wordle_guesses	1	0	plural:berk
berlin	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
berlins	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
berm	4	0	1	0	0	1	0	0	english_alpha	0	0	
berms	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:berm
bermuda	7	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	proper_noun:lex_heuristic
bern	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bernard	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
berne	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
beroe	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
berried	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
berries	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
berry	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0	
berserk	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic
berth	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
berths	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:berth
beryl	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
beryls	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:beryl
besom	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
besoms	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:besom
bespoke	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bessel	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bessera	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
best	4	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0	
bestead	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
bested	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
bester	6	1	0	0	1	0	0	0	english_alpha	0	0	comparative:best
bestial	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bests	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic
beta	4	1	1	0	1	1	0	0	english_alpha,google_10000	1	0	formal_clinical:adj_manual
betaine	7	0	1	0	0	1	0	0	english_alpha	0	0	
betas	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:beta
betel	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
betels	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:betel
beth	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
bethel	6	0	1	0	0	1	0	0	english_alpha	0	0	
bethels	7	0	1	0	0	1	0	0	english_alpha	0	0	
beths	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:beth
betise	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
betises	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bets	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
better	6	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives	1	0	
betters	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
betting	7	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0	
bettong	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bettor	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bettors	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
betula	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bevel	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_answers	1	0	
beveled	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
bevels	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bevel
bevies	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bevy
bevy	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
beys	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bezant	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bezants	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bezel	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
bezels	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bezel
bezique	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bezzant	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bhadon	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bhaga	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bhakti	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bhaktis	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bhang	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
bhangs	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bhang
bhutan	6	1	1	0	0	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	demographic:manual
bhutani	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
biafran	7	1	0	0	0	0	1	0	simple_adjectives	1	0	
bialy	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
bialys	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bialy
bias	4	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	
biased	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
biases	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bias
biaural	7	1	0	0	1	0	0	0	english_alpha	0	0	
biaxal	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
biaxial	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bibbed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bible	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0	demographic:manual
bibles	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bibless	7	1	0	0	1	0	0	0	english_alpha	0	0	
bibs	4	0	1	0	0	1	0	0	english_alpha	0	0	
biceps	6	0	1	0	0	1	0	0	english_alpha	0	0	
bicker	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bickers	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bicolor	7	1	0	0	1	0	0	0	english_alpha	0	0	
bicorn	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	
bicorne	7	0	1	0	0	1	0	0	english_alpha	0	0	
bicycle	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
bidder	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
bidders	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
biddies	7	0	1	0	0	1	0	0	english_alpha	0	1	plural:biddy
bidding	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
biddy	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
bidens	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bidet	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
bidets	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bidet
bids	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	
bier	4	0	1	0	0	1	0	0	english_alpha	0	0	
biers	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:bier
biface	6	1	0	0	1	0	0	0	english_alpha	0	0	
biff	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
biffs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:biff
bifid	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
bifilar	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bifocal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bifold	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
biform	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bigamy	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bigeye	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bigeyes	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bigfoot	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bigger	6	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0	
biggest	7	1	0	0	1	0	1	0	english_alpha,google_10000,simple_adjectives	1	0	
biggin	6	0	1	0	0	1	0	0	english_alpha	0	0	
biggins	7	0	1	0	0	1	0	0	english_alpha	0	0	
biggish	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bighead	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bighorn	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bight	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
bights	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bight
bigness	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bigos	5	0	1	0	0	1	0	0	wordle_guesses	1	0	
bigot	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	violence:manual
bigoted	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bigotry	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bigots	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bigram	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bigwig	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bigwigs	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bihari	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic
bijou	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
bijous	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bijou
bijoux	6	0	1	0	0	1	0	0	english_alpha	0	0	
bike	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
bikers	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bikes	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:bike
bikini	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	sexual_scato:manual
bikinis	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bilbies	7	0	1	0	0	1	0	0	english_alpha	0	1	plural:bilby
bilby	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
bile	4	0	1	0	0	1	0	0	english_alpha	0	0	
biles	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:bile
bilge	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
bilges	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bilge
bilgier	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	comparative:bilgy
bilgy	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
biliary	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bilimbi	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bilious	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bill	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	
billed	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
billet	6	0	1	0	0	1	0	0	english_alpha	0	0	
billets	7	0	1	0	0	1	0	0	english_alpha	0	0	
billies	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:billy
billing	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic
billion	7	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	
billow	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
billows	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
billowy	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bills	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:bill
billy	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0	
billyo	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bilobed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
biloxi	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bilsted	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
biltong	7	0	1	0	0	1	0	0	english_alpha	0	0	
bimbo	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
bimboes	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
bimbos	6	0	1	0	0	1	0	0	english_alpha	0	0	profanity:ldnoobw_exact
bimetal	7	1	1	0	1	1	0	0	english_alpha	0	0	
bimodal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
binary	6	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	formal_clinical:adj_manual
binate	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bind	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
binder	6	0	1	0	0	1	0	0	english_alpha	0	0	
binders	7	0	1	0	0	1	0	0	english_alpha	0	0	
bindery	7	0	1	0	0	1	0	0	english_alpha	0	0	
binding	7	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives	1	0	
binds	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:bind
bine	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard
bines	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:bine
binful	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
binge	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
binges	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:binge
bingle	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
bingo	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0	
bingos	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:bingo
bins	4	0	1	0	0	1	0	0	english_alpha	0	0	
biogeny	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
biology	7	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0	
biomass	7	0	1	0	0	1	0	0	english_alpha	0	0	
biome	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
biomes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:biome
bionic	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bionics	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
biont	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
bionts	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:biont
biopsy	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
biota	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	
biotas	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:biota
biotech	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
biotic	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
biotin	6	0	1	0	0	1	0	0	english_alpha	0	0	
biotins	7	0	1	0	0	1	0	0	english_alpha	0	0	
biotite	7	0	1	0	0	1	0	0	english_alpha	0	0	
biotype	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
biped	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0	
bipedal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bipeds	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:biped
biplane	7	0	1	0	0	1	0	0	english_alpha	0	0	
bipolar	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
biprism	7	0	1	0	0	1	0	0	english_alpha	0	0	
birch	5	1	1	0	1	1	1	0	english_alpha,simple_adjectives,wordle_answers	1	0	
birchen	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
bircher	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:birch
birches	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:birch
bird	4	0	1	0	0	1	0	1	bip39,english_alpha,google_10000,haikunatorjs_nouns,heroku_nouns	1	0	
birder	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
birders	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
birdie	6	0	1	0	0	1	0	0	english_alpha	0	0	
birdies	7	0	1	0	0	1	0	0	english_alpha	0	0	
birds	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:bird
biretta	7	0	1	0	0	1	0	0	english_alpha	0	0	
biriani	7	0	1	0	0	1	0	0	english_alpha	0	0	
birk	4	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0	
birken	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	
birling	7	0	1	0	0	1	0	0	english_alpha	0	0	gerund:birl
biros	5	0	1	0	0	1	0	0	wordle_guesses	1	0	
birr	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard
birrs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:birr
birth	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0	
births	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:birth
bisayan	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic
biscuit	7	0	1	0	0	1	0	0	english_alpha	0	0	
bise	4	0	1	0	0	1	0	0	english_alpha	0	0	
bises	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:bise
bishop	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	
bishops	7	0	1	0	0	1	0	0	english_alpha	0	0	
bismark	7	0	1	0	0	1	0	0	english_alpha	0	0	
bismuth	7	0	1	0	0	1	0	0	english_alpha	0	0	
bison	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	
bisons	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:bison
bisque	6	0	1	0	0	1	0	0	english_alpha	0	0	
bisques	7	0	1	0	0	1	0	0	english_alpha	0	0	
