word	length	is_adjective	is_noun	is_other	wn_adj	wn_noun	ref_adj	ref_noun	source_set	is_corroborated	biology_obscure	drop_reason	metaphone_code
coxcomb	7	0	1	0	0	1	0	0	english_alpha	0	0		KKSKM
coxes	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KKSS
coydog	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KTK
coyer	5	1	0	0	1	0	0	0	english_alpha,wordle_guesses	1	0	comparative:coy	KYR
coyest	6	1	0	0	1	0	0	0	english_alpha	0	0	superlative:coy	KYST
coyish	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KYX
coyness	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KNS
coyol	5	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KYL
coyote	6	0	1	0	0	1	0	0	bip39,english_alpha	1	0		KYT
coyotes	7	0	1	0	0	1	0	0	english_alpha	0	0		KYTS
coypu	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KP
coypus	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:coypu	KPS
cozier	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:cozy	KSR
cozies	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:cozy	KSS
coziest	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	superlative:cozy	KSST
cozy	4	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0		KS
cpus	4	0	1	0	0	1	0	0	english_alpha	0	0		KPS
crab	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRB
crabbed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRBT
crabby	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRB
crabs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	KRBS
crack	5	1	1	0	1	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		KRK
cracked	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRKT
cracker	7	0	1	0	0	1	0	0	english_alpha	0	0	demographic:manual	KRKR
crackle	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		KRKL
crackly	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRKL
cracks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crack	KRKS
cradle	6	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		KRTL
cradles	7	0	1	0	0	1	0	0	english_alpha	0	0		KRTLS
craft	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		KRFT
crafter	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRFTR
crafts	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:craft	KRFTS
crafty	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		KRFT
crag	4	0	1	0	0	1	0	0	english_alpha	0	0		KRK
cragged	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRJT
craggy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRJ
crags	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:crag	KRKS
crake	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KRK
crakes	6	0	1	0	0	1	0	0	english_alpha	0	1	plural:crake	KRKS
crambe	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRMB
crambes	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRMBS
crammer	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	KRMR
cramp	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0	body_medical:manual	KRMP
cramped	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRMPT
crampon	7	0	1	0	0	1	0	0	english_alpha	0	0		KRMPN
cramps	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:cramp	KRMPS
cran	4	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	KRN
crane	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,wordle_answers	1	0	proper_noun:lex_heuristic	KRN
cranes	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRNS
crania	6	0	1	0	0	1	0	0	english_alpha	0	0		KRN
cranial	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		KRNL
cranium	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRNM
crank	5	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0		KRNK
cranker	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:crank	KRNKR
cranks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crank	KRNKS
cranky	6	1	0	0	1	0	1	0	english_alpha,moby_adj,simple_adjectives	1	0		KRNK
cranny	6	0	1	0	0	1	0	0	english_alpha	0	0		KRN
crans	5	0	1	0	0	1	0	0	wordle_guesses	1	0	plural:cran	KRNS
crap	4	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KRP
crapaud	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRPT
crape	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	profanity_substr:rape	KRP
crapes	6	0	1	0	0	1	0	0	english_alpha	0	0	profanity_substr:rape	KRPS
crapper	7	0	1	0	0	1	0	0	english_alpha	0	0		KRPR
crappie	7	0	1	0	0	1	0	0	english_alpha	0	0		KRP
crappy	6	1	0	0	1	0	0	0	english_alpha	0	0		KRP
craps	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:crap	KRPS
crash	5	1	1	0	0	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		KRX
crasher	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRXR
crashes	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:crash	KRXS
crass	5	1	0	0	1	0	1	0	english_alpha,simple_adjectives,wordle_answers	1	0		KRS
crasser	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:crass	KRSR
crate	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		KRT
crater	6	0	1	0	0	1	0	0	bip39,english_alpha	1	0	proper_noun:lex_heuristic	KRTR
craters	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRTRS
crates	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crate	KRTS
craton	6	0	1	0	0	1	0	0	english_alpha	0	0		KRTN
cratons	7	0	1	0	0	1	0	0	english_alpha	0	0		KRTNS
cravat	6	0	1	0	0	1	0	0	english_alpha	0	0		KRFT
cravats	7	0	1	0	0	1	0	0	english_alpha	0	0		KRFTS
craved	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRFT
craven	6	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	KRFN
cravens	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRFNS
craving	7	0	1	0	0	1	0	0	eff,english_alpha	1	0	gerund:crave	KRFNK
craw	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KR
crawdad	7	0	1	0	0	1	0	0	english_alpha	0	0		KRTT
crawl	5	0	1	0	0	1	0	0	bip39,english_alpha,wordle_answers	1	0		KRL
crawler	7	0	1	0	0	1	0	0	english_alpha	0	0		KRLR
crawls	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crawl	KRLS
crawly	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRL
craws	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:craw	KRS
crax	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRKS
crayon	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRYN
crayons	7	0	1	0	0	1	0	0	english_alpha	0	0		KRYNS
craze	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		KRS
crazed	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		KRST
crazes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:craze	KRSS
crazier	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:crazy	KRSR
crazies	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRSS
crazy	5	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,moby_adj,simple_adjectives,wordle_answers	1	0		KRS
creak	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		KRK
creaks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:creak	KRKS
creaky	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRK
cream	5	1	1	0	0	1	1	0	bip39,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		KRM
creamer	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRMR
creams	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:cream	KRMS
creamy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRM
crease	6	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRS
creased	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRST
creases	7	0	1	0	0	1	0	0	english_alpha	0	0		KRSS
creasy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRS
creatin	7	0	1	0	0	1	0	0	english_alpha	0	0		KRTN
creator	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	KRTR
creche	6	0	1	0	0	1	0	0	english_alpha	0	0		KRX
creches	7	0	1	0	0	1	0	0	english_alpha	0	0		KRXS
credal	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRTL
credent	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRTNT
credit	6	0	1	0	0	1	0	1	bip39,eff,english_alpha,google_10000,haikunatorjs_nouns	1	0		KRTT
credits	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KRTTS
credo	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		KRT
credos	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:credo	KRTS
creds	5	0	1	0	0	1	0	0	wordle_guesses	1	0		KRTS
cree	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KR
creed	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0	demographic:manual	KRT
creedal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRTL
creeds	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:creed	KRTS
creek	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		KRK
creeks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:creek	KRKS
creel	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KRL
creels	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:creel	KRLS
creep	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		KRP
creeper	7	0	1	0	0	1	0	0	english_alpha	0	0		KRPR
creeps	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:creep	KRPS
creepy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRP
crees	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	KRS
creese	6	0	1	0	0	1	0	0	english_alpha	0	0		KRS
creeses	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:crees	KRSS
cremona	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRMN
crenate	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRNT
crenel	6	0	1	0	0	1	0	0	english_alpha	0	0		KRNL
crenels	7	0	1	0	0	1	0	0	english_alpha	0	0		KRNLS
creole	6	1	1	0	1	1	1	0	eff,english_alpha,simple_adjectives	1	0	demographic:manual	KRL
creoles	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRLS
creosol	7	0	1	0	0	1	0	0	english_alpha	0	0		KRSL
crepe	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		KRP
crepes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crepe	KRPS
crepis	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRPS
cresol	6	0	1	0	0	1	0	0	english_alpha	0	0		KRSL
cresols	7	0	1	0	0	1	0	0	english_alpha	0	0		KRSLS
cress	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		KRS
cresses	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:cress	KRSS
cresson	7	1	0	0	1	0	0	0	english_alpha	0	0		KRSN
cressy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRS
crest	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_answers	1	0		KRST
crested	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		KRSTT
crests	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crest	KRSTS
cretan	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	KRTN
crete	5	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRT
cretin	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRTN
cretins	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRTNS
crevice	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRFS
crew	4	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		KR
crewet	6	0	1	0	0	1	0	0	english_alpha	0	0		KRWT
crewman	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRMN
crewmen	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRMN
crews	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:crew	KRS
crex	4	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRKS
crib	4	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRB
cribs	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:crib	KRBS
crick	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0	proper_noun:lex_heuristic	KRK
cricket	7	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		KRKT
cricks	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRKS
cricoid	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRKT
crier	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		KRR
criers	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRRS
cries	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KRS
crime	5	0	1	0	0	1	0	0	bip39,english_alpha,google_10000,wordle_answers	1	0		KRM
crimea	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRM
crimean	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRMN
crimes	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	plural:crime	KRMS
crimp	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		KRMP
crimper	7	0	1	0	0	1	0	0	english_alpha	0	0		KRMPR
crimps	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crimp	KRMPS
crimpy	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRMP
crimson	7	1	1	0	1	1	1	0	eff,english_alpha,haikunatorjs_adj,heroku_adj,simple_adjectives	1	0		KRMSN
crinal	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRNL
crined	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRNT
cringle	7	0	1	0	0	1	0	0	english_alpha	0	0		KRNKL
crinion	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRNN
crinite	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRNT
crinkle	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRNKL
crinkly	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		KRNKL
crinoid	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0		KRNT
crinose	7	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRNS
criollo	7	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		KRL
cripple	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRPL
crises	6	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	KRSS
crisis	6	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KRSS
crisp	5	1	1	0	1	1	1	0	bip39,english_alpha,simple_adjectives,wordle_answers	1	0		KRSP
crisper	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:crisp	KRSPR
crispin	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRSPN
crisps	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crisp	KRSPS
crispy	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		KRSP
crith	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KR0
critic	6	0	1	0	0	1	0	0	bip39,english_alpha	1	0		KRTK
critics	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0	proper_noun:lex_heuristic	KRTKS
critter	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRTR
croak	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		KRK
croaker	7	0	1	0	0	1	0	0	english_alpha	0	0		KRKR
croaks	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRKS
croaky	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRK
croat	5	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	demographic:manual	KRT
croatia	7	0	1	0	0	1	0	0	google_10000	1	0	proper_noun:lex_heuristic	KRX
crochet	7	0	1	0	0	1	0	0	english_alpha	0	0		KRXT
crock	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		KRK
crocked	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRKT
crocket	7	0	1	0	0	1	0	0	english_alpha	0	0		KRKT
crocks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crock	KRKS
crocus	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0		KRKS
crocuta	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRKT
croft	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KRFT
crofter	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRFTR
crofts	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:croft	KRFTS
crone	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		KRN
crones	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRNS
cronies	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRNS
cronk	5	1	0	0	0	0	1	0	english_alpha,simple_adjectives,wordle_guesses	1	0		KRNK
cronus	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRNS
crony	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		KRN
crook	5	1	1	0	0	1	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0		KRK
crooked	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRKT
crooks	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crook	KRKS
crooner	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRNR
crop	4	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000	1	0		KRP
cropped	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRPT
cropper	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRPR
crops	5	0	1	0	0	1	0	0	english_alpha,google_10000,wordle_guesses	1	0	plural:crop	KRPS
croquet	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	KRKT
crore	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KRR
crores	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crore	KRRS
crosby	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRSB
crosier	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRSR
cross	5	1	1	0	1	1	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		KRS
crosse	6	0	1	0	0	1	0	0	english_alpha	0	0		KRS
crossed	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRST
crosser	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:cross	KRSR
crosses	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:cross	KRSS
crotal	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRTL
crotch	6	0	1	0	0	1	0	0	english_alpha	0	0		KRX
croton	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRTN
crotons	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRTNS
crottal	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRTL
crottle	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRTL
crouch	6	0	1	0	0	1	0	0	bip39,eff,english_alpha	1	0		KRX
croup	5	0	1	0	0	1	0	0	english_alpha,wordle_answers	1	0		KRP
croupe	6	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRP
croupes	7	0	1	0	0	1	0	0	english_alpha	0	1	biology_genus:hard	KRPS
croups	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:croup	KRPS
croupy	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRP
crouse	6	1	1	0	0	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	KRS
crouton	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRTN
crow	4	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KR
crowbar	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRBR
crowd	5	0	1	0	0	1	0	0	bip39,eff,english_alpha,google_10000,wordle_answers	1	0		KRT
crowded	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRTT
crowds	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crowd	KRTS
crowing	7	1	1	0	1	1	1	0	english_alpha,simple_adjectives	1	0	proper_noun:lex_heuristic	KRWNK
crown	5	0	1	0	0	1	0	0	eff,english_alpha,google_10000,wordle_answers	1	0		KRN
crowned	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRNT
crowns	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crown	KRNS
crows	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	proper_noun:lex_heuristic	KRS
crozier	7	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRSR
crts	4	0	1	0	0	1	0	0	english_alpha	0	0		KRTS
cruces	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRSS
crucial	7	1	0	0	1	0	1	0	bip39,eff,english_alpha,google_10000,simple_adjectives	1	0		KRXL
crud	4	0	1	0	0	1	0	0	english_alpha	0	0		KRT
cruddy	6	1	0	0	1	0	0	0	english_alpha	0	0		KRT
crude	5	1	1	0	1	1	1	0	english_alpha,google_10000,simple_adjectives,wordle_answers	1	0		KRT
cruder	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	comparative:crude	KRTR
crudes	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crude	KRTS
crudest	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0	superlative:crude	KRTST
crudity	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	KRTT
cruds	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0	plural:crud	KRTS
cruel	5	1	0	0	1	0	1	0	bip39,english_alpha,simple_adjectives,wordle_answers	1	0		KRL
crueler	7	1	0	0	1	0	0	0	english_alpha	0	0	comparative:cruel	KRLR
cruelty	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRLT
cruet	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KRT
cruets	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:cruet	KRTS
cruise	6	0	1	0	0	1	0	0	bip39,english_alpha,google_10000	1	0		KRS
cruiser	7	0	1	0	0	1	0	0	english_alpha	0	0		KRSR
cruises	7	0	1	0	0	1	0	0	english_alpha,google_10000	1	0		KRSS
cruller	7	0	1	0	0	1	0	0	english_alpha	0	0		KRLR
crumb	5	1	1	0	0	1	1	0	eff,english_alpha,simple_adjectives,wordle_answers	1	0		KRM
crumbly	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRMBL
crumbs	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crumb	KRMBS
crumby	6	1	0	0	0	0	1	0	english_alpha,simple_adjectives	1	0		KRMB
crummy	6	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		KRM
crumpet	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRMPT
crunch	6	0	1	0	0	1	0	0	bip39,english_alpha	1	0		KRNX
crunchy	7	1	0	0	0	0	1	0	eff,english_alpha,simple_adjectives	1	0		KRNX
crupper	7	0	1	0	0	1	0	0	english_alpha	0	0		KRPR
crura	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KRR
crural	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRRL
crus	4	0	1	0	0	1	0	0	english_alpha	0	0		KRS
crusade	7	0	1	0	0	1	0	0	english_alpha	0	0	uncorroborated_abstract_noun:hard	KRST
cruse	5	0	1	0	0	1	0	0	english_alpha,wordle_guesses	1	0		KRS
cruses	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:cruse	KRSS
crush	5	0	1	0	0	1	0	0	bip39,english_alpha,wordle_answers	1	0		KRX
crushed	7	1	0	0	1	0	1	0	eff,english_alpha,simple_adjectives	1	0		KRXT
crusher	7	0	1	0	0	1	0	0	eff,english_alpha	1	0		KRXR
crushes	7	0	1	0	0	1	0	0	english_alpha	0	0	plural:crush	KRXS
crust	5	0	1	0	0	1	0	0	eff,english_alpha,wordle_answers	1	0		KRST
crustal	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRSTL
crusted	7	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRSTT
crusts	6	0	1	0	0	1	0	0	english_alpha	0	0	plural:crust	KRSTS
crusty	6	1	0	0	1	0	1	0	english_alpha,simple_adjectives	1	0		KRST
crutch	6	0	1	0	0	1	0	0	english_alpha	0	0		KRX
crux	4	0	1	0	0	1	0	0	eff,english_alpha	1	0	proper_noun:lex_heuristic	KRKS
cruxes	6	0	1	0	0	1	0	0	english_alpha	0	0	proper_noun:lex_heuristic	KRKSS
